Date,Close_AUDUSD=X,Close_EURUSD=X,Close_GBPUSD=X,Close_JPY=X,High_AUDUSD=X,High_EURUSD=X,High_GBPUSD=X,High_JPY=X,Low_AUDUSD=X,Low_EURUSD=X,Low_GBPUSD=X,Low_JPY=X,Open_AUDUSD=X,Open_EURUSD=X,Open_GBPUSD=X,Open_JPY=X,Volume_AUDUSD=X,Volume_EURUSD=X,Volume_GBPUSD=X,Volume_JPY=X
2023-01-02,0.6823097467422485,1.0709733963012695,1.2120330333709717,130.84500122070312,0.6843400001525879,1.071237325668335,1.212341547012329,131.03500366210938,0.6793898344039917,1.0653257369995117,1.2037605047225952,130.62100219726562,0.6823097467422485,1.0709733963012695,1.212018370628357,130.84500122070312,0,0,0,0
2023-01-03,0.6805600523948669,1.0677714347839355,1.206287145614624,130.79400634765625,0.6836204528808594,1.068261981010437,1.208999752998352,131.1820068359375,0.6689186692237854,1.0521553754806519,1.1903769969940186,129.53399658203125,0.6805600523948669,1.0677714347839355,1.2064036130905151,130.79400634765625,0,0,0,0
2023-01-04,0.6727999448776245,1.0546854734420776,1.1969740390777588,131.2480010986328,0.6891300082206726,1.063151240348816,1.2086637020111084,132.1699981689453,0.6725582480430603,1.0545964241027832,1.1967735290527344,129.96400451660156,0.6727999448776245,1.0546854734420776,1.1967735290527344,131.2480010986328,0,0,0,0
2023-01-05,0.6829108595848083,1.0606365203857422,1.2057054042816162,132.24600219726562,0.6846032738685608,1.06326425075531,1.2078169584274292,133.99200439453125,0.6736801266670227,1.0515578985214233,1.1878036260604858,131.72999572753906,0.6829108595848083,1.0606365203857422,1.205269455909729,132.24600219726562,0,0,0,0
2023-01-06,0.6755697727203369,1.0522217750549316,1.1912277936935425,133.3070068359375,0.687000036239624,1.062225103378296,1.206752896308899,134.74099731445312,0.6722598671913147,1.0485258102416992,1.1844552755355835,132.18699645996094,0.6755697727203369,1.0522217750549316,1.1910291910171509,133.3070068359375,0,0,0,0
2023-01-09,0.689398467540741,1.0656323432922363,1.2116365432739258,131.86199951171875,0.6951202750205994,1.0759514570236206,1.2207329273223877,132.64500427246094,0.6885582208633423,1.0652804374694824,1.2095261812210083,131.32699584960938,0.689398467540741,1.0656323432922363,1.2120771408081055,131.86199951171875,0,0,0,0
2023-01-10,0.6909699440002441,1.073318362236023,1.2184869050979614,131.72900390625,0.692799985408783,1.0756852626800537,1.219809651374817,132.46600341796875,0.6860498785972595,1.0713175535202026,1.2112549543380737,131.43299865722656,0.6909699440002441,1.073318362236023,1.2184720039367676,131.72900390625,0,0,0,0
2023-01-11,0.6895001530647278,1.0738946199417114,1.2154507637023926,132.1009979248047,0.692520797252655,1.077470064163208,1.2177894115447998,132.85400390625,0.687450110912323,1.0726851224899292,1.210184931755066,132.10299682617188,0.6895001530647278,1.0738946199417114,1.2154507637023926,132.1009979248047,0,0,0,0
2023-01-12,0.6910998225212097,1.0766000747680664,1.2159533500671387,131.90199279785156,0.6981801986694336,1.0838346481323242,1.2237355709075928,132.02099609375,0.688869833946228,1.0738024711608887,1.2097164392471313,129.56900024414062,0.6910998225212097,1.0766000747680664,1.2160124778747559,131.90199279785156,0,0,0,0
2023-01-13,0.6967815160751343,1.0860239267349243,1.2217769622802734,129.1719970703125,0.6993999481201172,1.0867793560028076,1.2246947288513184,129.3419952392578,0.6916921138763428,1.0780625343322754,1.2151849269866943,127.46800231933594,0.6967815160751343,1.0860239267349243,1.2216426134109497,129.1719970703125,0,0,0,0
2023-01-16,0.6973500847816467,1.082461953163147,1.2226732969284058,128.0260009765625,0.7020002603530884,1.0875475406646729,1.2288635969161987,128.80999755859375,0.6942598223686218,1.080263614654541,1.2174336910247803,127.25399780273438,0.6973500847816467,1.082461953163147,1.2224639654159546,128.0260009765625,0,0,0,0
2023-01-17,0.6966398358345032,1.0830129384994507,1.2207776308059692,128.3209991455078,0.6993398666381836,1.086909294128418,1.2299820184707642,129.11599731445312,0.6931304335594177,1.0787020921707153,1.2170631885528564,128.02200317382812,0.6966398358345032,1.0830129384994507,1.2208819389343262,128.3209991455078,0,0,0,0
2023-01-18,0.6988413333892822,1.0793308019638062,1.228471040725708,128.281005859375,0.7059903144836426,1.0884472131729126,1.2433171272277832,131.5590057373047,0.6974098682403564,1.0767043828964233,1.225655436515808,127.60700225830078,0.6988413333892822,1.0793308019638062,1.228365421295166,128.281005859375,0,0,0,0
2023-01-19,0.6944000720977783,1.0797853469848633,1.2347661256790161,128.53900146484375,0.6949999928474426,1.0833063125610352,1.2375471591949463,128.7729949951172,0.6872285604476929,1.0782949924468994,1.2313905954360962,127.7770004272461,0.6944000720977783,1.0797853469848633,1.2346745729446411,128.53900146484375,0,0,0,0
2023-01-20,0.691399872303009,1.083388328552246,1.2393262386322021,128.3699951171875,0.6964418292045593,1.0856584310531616,1.2399994134902954,130.60400390625,0.6906702518463135,1.0804619789123535,1.2336541414260864,128.35499572753906,0.691399872303009,1.083388328552246,1.2392034530639648,128.3699951171875,0,0,0,0
2023-01-23,0.6982703804969788,1.086507797241211,1.240633249282837,129.35400390625,0.703937828540802,1.0919533967971802,1.244926929473877,130.875,0.696290135383606,1.0847516059875488,1.2324681282043457,129.06199645996094,0.6984021067619324,1.0864723920822144,1.2407255172729492,129.38499450683594,0,0,0,0
2023-01-24,0.702928364276886,1.0874292850494385,1.2379761934280396,130.5970001220703,0.7055997848510742,1.089680790901184,1.2413724660873413,131.06900024414062,0.6998199224472046,1.0839285850524902,1.2264971733093262,129.74400329589844,0.702928364276886,1.0874292850494385,1.237930178642273,130.5970001220703,0,0,0,0
2023-01-25,0.7046719789505005,1.088814616203308,1.232923984527588,130.23899841308594,0.7122101187705994,1.0922634601593018,1.2399102449417114,130.5679931640625,0.7039180397987366,1.0858116149902344,1.228561520576477,129.29299926757812,0.7046719789505005,1.088814616203308,1.2332433462142944,130.23899841308594,0,0,0,0
2023-01-26,0.7108199596405029,1.0922038555145264,1.2412492036819458,129.23699951171875,0.7140102982521057,1.0932546854019165,1.2430853843688965,130.58299255371094,0.7081997394561768,1.0851635932922363,1.2345983982086182,129.03500366210938,0.7108199596405029,1.0922038555145264,1.2411566972732544,129.23699951171875,0,0,0,0
2023-01-27,0.7113898396492004,1.0894432067871094,1.2415266036987305,129.8000030517578,0.7131141424179077,1.0901559591293335,1.2419275045394897,130.2550048828125,0.7084912657737732,1.0838816165924072,1.234811782836914,129.54600524902344,0.7113898396492004,1.0894432067871094,1.2414957284927368,129.8000030517578,0,0,0,0
2023-01-30,0.7107977271080017,1.0871455669403076,1.2400301694869995,129.85400390625,0.7120985388755798,1.0915005207061768,1.241757869720459,130.46099853515625,0.7067197561264038,1.0854581594467163,1.236873745918274,129.2050018310547,0.7107977271080017,1.0871455669403076,1.2401254177093506,129.85400390625,0,0,0,0
2023-01-31,0.7058099508285522,1.0850694179534912,1.2353609800338745,130.47900390625,0.7063094973564148,1.0868383646011353,1.237011432647705,130.4759979248047,0.6985498666763306,1.0804152488708496,1.2286370992660522,129.7689971923828,0.7058099508285522,1.0850694179534912,1.235223650932312,130.47900390625,0,0,0,0
2023-02-01,0.7051399946212769,1.0860947370529175,1.2308903932571411,130.11000061035156,0.7092002630233765,1.092442512512207,1.2347203493118286,130.39599609375,0.7037198543548584,1.085293173789978,1.2303149700164795,129.2100067138672,0.7051399946212769,1.0860947370529175,1.2307844161987305,130.11000061035156,0,0,0,0
2023-02-02,0.7145000696182251,1.1012852191925049,1.2390038967132568,128.6219940185547,0.715610146522522,1.102657437324524,1.2401869297027588,129.09100341796875,0.7071900963783264,1.088767170906067,1.2240650653839111,128.09300231933594,0.7145000696182251,1.1012852191925049,1.2388657331466675,128.6219940185547,0,0,0,0
2023-02-03,0.7074687480926514,1.0905125141143799,1.222299575805664,128.74600219726562,0.7074001431465149,1.094067931175232,1.2266175746917725,131.13699340820312,0.693341851234436,1.0811045169830322,1.206578254699707,128.33599853515625,0.7074687480926514,1.0905125141143799,1.222195029258728,128.74600219726562,0,0,0,0
2023-02-06,0.6920798420906067,1.079086184501648,1.2045146226882935,132.00900268554688,0.6948787569999695,1.0800302028656006,1.2078461647033691,132.89199829101562,0.6856598854064941,1.0718343257904053,1.200638771057129,131.59100341796875,0.6920798420906067,1.079086184501648,1.2044564485549927,132.00900268554688,0,0,0,0
2023-02-07,0.6887801885604858,1.0730764865875244,1.2026747465133667,132.6230010986328,0.6950598359107971,1.0745997428894043,1.206000566482544,132.6219940185547,0.6887099742889404,1.0669511556625366,1.1963152885437012,131.16000366210938,0.6887801885604858,1.0730764865875244,1.2027181386947632,132.6230010986328,0,0,0,0
2023-02-08,0.6964598298072815,1.0729728937149048,1.2054582834243774,131.04200744628906,0.6995100975036621,1.0760208368301392,1.2110350131988525,131.51400756835938,0.6927400231361389,1.0716849565505981,1.2039633989334106,130.60899353027344,0.6964598298072815,1.0729728937149048,1.2054728269577026,131.04200744628906,0,0,0,0
2023-02-09,0.6930001974105835,1.0715816020965576,1.2071462869644165,131.38699340820312,0.7010607123374939,1.0790396928787231,1.2192445993423462,131.8090057373047,0.692280113697052,1.0711569786071777,1.2057781219482422,130.3520050048828,0.6930001974105835,1.0715816020965576,1.207292079925537,131.38699340820312,0,0,0,0
2023-02-10,0.6939384341239929,1.0742292404174805,1.2116806507110596,131.5189971923828,0.6959900856018066,1.0751763582229614,1.2138426303863525,131.83200073242188,0.6912283301353455,1.0669283866882324,1.2060399055480957,129.83399963378906,0.6939384341239929,1.0742292404174805,1.2116659879684448,131.5189971923828,0,0,0,0
2023-02-13,0.6913477778434753,1.0677714347839355,1.2052258253097534,131.55099487304688,0.6967698931694031,1.0725010633468628,1.2143733501434326,132.86399841308594,0.6891798973083496,1.065723180770874,1.2032536268234253,131.46600341796875,0.6913477778434753,1.0677714347839355,1.2051241397857666,131.55099487304688,0,0,0,0
2023-02-14,0.6970000863075256,1.0730419158935547,1.215214490890503,132.33700561523438,0.702701210975647,1.0798436403274536,1.2257004976272583,133.1179962158203,0.6923400163650513,1.0709964036941528,1.212106466293335,131.66200256347656,0.6970000863075256,1.0730419158935547,1.2151259183883667,132.33700561523438,0,0,0,0
2023-02-15,0.6987583041191101,1.0735719203948975,1.2174336910247803,132.99099731445312,0.6985191702842712,1.0744600296020508,1.218145489692688,134.32400512695312,0.68656986951828,1.0665984153747559,1.1991126537322998,132.55499267578125,0.6987583041191101,1.0735719203948975,1.2174781560897827,132.99099731445312,0,0,0,0
2023-02-16,0.690689742565155,1.0691757202148438,1.2039779424667358,133.9029998779297,0.6935202479362488,1.0722250938415527,1.207394003868103,134.4429931640625,0.6846098303794861,1.0655754804611206,1.1967161893844604,133.60899353027344,0.690689742565155,1.0691757202148438,1.2041809558868408,133.9029998779297,0,0,0,0
2023-02-17,0.6862400770187378,1.0665756464004517,1.197533130645752,134.07400512695312,0.6873797178268433,1.0681477785110474,1.203137755393982,135.0800018310547,0.6812314391136169,1.0613795518875122,1.1916821002960205,134.07200622558594,0.6862400770187378,1.0665756464004517,1.1974613666534424,134.07400512695312,0,0,0,0
